"geneId","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","hgnc_symbol"
84189,"chr13",85772271,85772671,401,"*","Intron (ENST00000647840.1/ENST00000647840.1, intron 1 of 3)",13,85792790,85799419,6630,2,"ENST00000647374.2",26748,"ENSG00000184564","SLITRK6","SLIT and NTRK like family member 6",NA
84251,"chr1",66531018,66531418,401,"*","Promoter (1-2kb)",1,66533267,66748987,215721,1,"ENST00000682707.1",-1849,"ENSG00000118473","SGIP1","SH3GL interacting endocytic adaptor 1",NA
84251,"chr1",66702547,66702947,401,"*","Intron (ENST00000682707.1/84251, intron 16 of 22)",1,66695433,66704757,9325,1,"ENST00000468570.1",7114,"ENSG00000118473","SGIP1","SH3GL interacting endocytic adaptor 1",NA
84319,"chr3",100144477,100144877,401,"*","Intron (ENST00000463526.1/84319, intron 2 of 3)",3,100159818,100178355,18538,1,"ENST00000478909.5",-14941,"ENSG00000184220","CMSS1","cms1 ribosomal small subunit homolog",NA
84433,"chr7",2980472,2980872,401,"*","Promoter (<=1kb)",7,2934103,2980594,46492,2,"ENST00000698662.1",0,"ENSG00000198286","CARD11","caspase recruitment domain family member 11",NA
84448,"chr4",8079063,8079463,401,"*","Intron (ENST00000676532.1/84448, intron 5 of 20)",4,7965329,8071986,106658,2,"ENST00000514025.5",-7077,"ENSG00000163995","ABLIM2","actin binding LIM protein family member 2",NA
84458,"chr10",96835886,96836286,401,"*","Promoter (2-3kb)",10,96833406,96907330,73925,1,"ENST00000676314.1",2480,"ENSG00000196233","LCOR","ligand dependent nuclear receptor corepressor",NA
84498,"chr6",170380210,170380610,401,"*","Intron (ENST00000630384.2/84498, intron 6 of 10)",6,170404179,170405078,900,1,"ENST00000496635.1",-23569,"ENSG00000112584","FAM120B","family with sequence similarity 120 member B",NA
84529,"chr15",36757296,36757696,401,"*","Promoter (1-2kb)",15,36755945,36809347,53403,1,"ENST00000563167.1",1351,"ENSG00000186073","CDIN1","CDAN1 interacting nuclease 1",NA
84541,"chr3",67030731,67031131,401,"*","Distal Intergenic",3,66998925,67003484,4560,1,"ENST00000460784.1",31806,"ENSG00000163376","KBTBD8","kelch repeat and BTB domain containing 8",NA
84560,"chr16",56551782,56552182,401,"*","Intron (ENST00000682930.1/583, intron 2 of 18)",16,56565073,56568957,3885,1,"ENST00000219162.4",-12891,"ENSG00000102891","MT4","metallothionein 4",NA
84622,"chr17",5166136,5166536,401,"*","Intron (ENST00000574788.6/9098, intron 33 of 37)",17,5183951,5191862,7912,2,"ENST00000576772.1",25326,"ENSG00000180626","ZNF594","zinc finger protein 594",NA
84750,"chr8",33254830,33255230,401,"*","Distal Intergenic",8,33371829,33377556,5728,2,"ENST00000519440.5",122326,"ENSG00000172728","FUT10","fucosyltransferase 10",NA
84847,"chr7",47761095,47761495,401,"*","Promoter (<=1kb)",7,47761476,47766772,5297,1,"ENST00000412730.1",0,"ENSG00000146666","LINC00525","long intergenic non-protein coding RNA 525",NA
84850,"chr9",3878639,3879039,401,"*","Exon (ENST00000422150.1/ENST00000422150.1, exon 2 of 2)",9,3898642,3901248,2607,1,"ENST00000451340.2",-19603,"ENSG00000237009","GLIS3-AS1","GLIS3 antisense RNA 1",NA
84879,"chr1",39954237,39954637,401,"*","Promoter (<=1kb)",1,39955112,39969968,14857,1,"ENST00000420632.6",-475,"ENSG00000168389","MFSD2A","MFSD2 lysolipid transporter A, lysophospholipid",NA
84937,"chr16",75009508,75009908,401,"*","Intron (ENST00000335325.9/84937, intron 1 of 4)",16,75002297,75104889,102593,1,"ENST00000568511.1",7211,"ENSG00000186187","ZNRF1","zinc and ring finger 1",NA
84976,"chr1",222865523,222865923,401,"*","Intron (ENST00000674736.1/84976, intron 1 of 7)",1,222872271,222979862,107592,1,"ENST00000360254.3",-6348,"ENSG00000154309","DISP1","dispatched RND transporter family member 1",NA
85019,"chr18",23358772,23359172,401,"*","Intron (ENST00000581444.5/85019, intron 11 of 15)",18,23297748,23370281,72534,2,"ENST00000583048.5",11109,"ENSG00000134490","TMEM241","transmembrane protein 241",NA
85379,"chr22",25074769,25075169,401,"*","Intron (ENST00000358431.8/85379, intron 6 of 12)",22,25069969,25197448,127480,1,"ENST00000401395.1",4800,"ENSG00000197077","KIAA1671","KIAA1671",NA
85449,"chr20",38266320,38266720,401,"*","Intron (ENST00000418004.5/149684, intron 1 of 2)",20,38225549,38260772,35224,2,"ENST00000496900.2",-5548,"ENSG00000149633","KIAA1755","KIAA1755",NA
85461,"chr2",159193796,159194196,401,"*","Intron (ENST00000263635.8/85461, intron 16 of 26)",2,159199018,159232655,33638,1,"ENST00000470074.1",-4822,"ENSG00000115183","TANC1","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1",NA
85477,"chr7",12552904,12553304,401,"*","Distal Intergenic",7,12570577,12653104,82528,1,"ENST00000341757.9",-17273,"ENSG00000006747","SCIN","scinderin",NA
89795,"chr12",77848104,77848504,401,"*","Intron (ENST00000550042.2/89795, intron 2 of 8)",12,77831289,78210638,379350,1,"ENST00000536525.6",16815,"ENSG00000067798","NAV3","neuron navigator 3",NA
90459,"chr8",9066634,9067034,401,"*","Intron (ENST00000520332.6/90459, intron 4 of 5)",8,9049818,9100101,50284,1,"ENST00000522258.1",16816,"ENSG00000104626","ERI1","exoribonuclease 1",NA
91937,"chr5",156974242,156974642,401,"*","Distal Intergenic",5,156919292,156963226,43935,2,"ENST00000274532.7",-11016,"ENSG00000145850","TIMD4","T cell immunoglobulin and mucin domain containing 4",NA
92675,"chr20",18639596,18639996,401,"*","Intron (ENST00000618693.4/92675, intron 4 of 4)",20,18588054,18766644,178591,1,"ENST00000377452.4",51542,"ENSG00000125821","DTD1","D-aminoacyl-tRNA deacylase 1",NA
92737,"chr2",229660394,229660794,401,"*","Intron (ENST00000341772.5/92737, intron 1 of 12)",2,229357629,229714555,356927,2,"ENST00000341772.5",53761,"ENSG00000187957","DNER","delta/notch like EGF repeat containing",NA
92949,"chr9",18366171,18366571,401,"*","Intron (ENST00000680146.1/92949, intron 2 of 29)",9,18474100,18684957,210858,1,"ENST00000327883.11",-107529,"ENSG00000178031","ADAMTSL1","ADAMTS like 1",NA
93145,"chr19",9925134,9925534,401,"*","Intron (ENST00000264833.9/93145, intron 1 of 5)",19,9857208,9936324,79117,2,"ENST00000590410.1",10790,"ENSG00000105088","OLFM2","olfactomedin 2",NA
93377,"chr10",96334871,96335271,401,"*","Intron (ENST00000630152.1/1791, intron 9 of 10)",10,96343222,96353455,10234,2,"ENST00000611913.4",18184,"ENSG00000197430","OPALIN","oligodendrocytic myelin paranodal and inner loop protein",NA
93487,"chr14",55065061,55065461,401,"*","Promoter (2-3kb)",14,55062951,55064670,1720,1,"ENST00000553976.1",2110,"ENSG00000168175","MAPK1IP1L","mitogen-activated protein kinase 1 interacting protein 1 like",NA
93627,"chr4",106160536,106160936,401,"*","Intron (ENST00000394708.7/93627, intron 23 of 25)",4,106163279,106171240,7962,2,"ENST00000506384.1",10304,"ENSG00000145348","TBCK","TBC1 domain containing kinase",NA
113201,"chr15",44308365,44308765,401,"*","Exon (ENST00000429162.2/113201, exon 2 of 2)",15,44289105,44332059,42955,1,"ENST00000558735.1",19260,"ENSG00000166734","GOLM2","golgi membrane protein 2",NA
113201,"chr15",44385029,44385429,401,"*","Intron (ENST00000299957.11/113201, intron 8 of 9)",15,44380864,44382229,1366,1,"ENST00000559550.1",4165,"ENSG00000166734","GOLM2","golgi membrane protein 2",NA
114034,"chr1",45370978,45371378,401,"*","Intron (ENST00000671898.1/4595, intron 4 of 20)",1,45341296,45342859,1564,1,"ENST00000460057.1",29682,"ENSG00000132773","TOE1","target of EGR1, exonuclease",NA
114036,"chr21",34150339,34150739,401,"*","Intron (ENST00000362077.4/64968, intron 2 of 5)",21,34157724,34188917,31194,1,"ENST00000630751.2",-6985,"ENSG00000227456","LINC00310","long intergenic non-protein coding RNA 310",NA
114134,"chr12",39846287,39846687,401,"*","Intron (ENST00000468200.2/283461, intron 18 of 18)",12,39830125,39835760,5636,2,"ENST00000505338.1",-10527,"ENSG00000151229","SLC2A13","solute carrier family 2 member 13",NA
114784,"chr1",34145394,34145794,401,"*","Intron (ENST00000373381.9/114784, intron 1 of 70)",1,33513998,34165230,651233,2,"ENST00000373381.9",19436,"ENSG00000121904","CSMD2","CUB and Sushi multiple domains 2",NA
114786,"chr8",55025139,55025539,401,"*","Distal Intergenic",8,55102028,55542054,440027,1,"ENST00000327381.7",-76489,"ENSG00000206579","XKR4","XK related 4",NA
114791,"chr15",23074688,23075088,401,"*","Distal Intergenic",15,23000284,23039572,39289,2,"ENST00000620435.4",-35116,"ENSG00000275835","TUBGCP5","tubulin gamma complex component 5",NA
114794,"chr22",37446556,37446956,401,"*","Distal Intergenic",22,37367960,37427479,59520,2,"ENST00000402918.7",-19077,"ENSG00000166897","ELFN2","extracellular leucine rich repeat and fibronectin type III domain containing 2",NA
114815,"chr10",106714704,106715104,401,"*","Intron (ENST00000263054.11/114815, intron 6 of 25)",10,106577182,106699358,122177,2,"ENST00000369698.6",-15346,"ENSG00000108018","SORCS1","sortilin related VPS10 domain containing receptor 1",NA
114991,"chr9",113860168,113860568,401,"*","Distal Intergenic",9,113876282,114056591,180310,1,"ENST00000288466.11",-15714,"ENSG00000157657","ZNF618","zinc finger protein 618",NA
115019,"chr1",205920168,205920568,401,"*","Exon (ENST00000340781.8/115019, exon 17 of 21)",1,205923151,205924745,1595,2,"ENST00000461505.1",4177,"ENSG00000174502","SLC26A9","solute carrier family 26 member 9",NA
115286,"chr3",66320419,66320819,401,"*","Intron (ENST00000676754.1/115286, intron 6 of 10)",3,66299236,66378923,79688,1,"ENST00000685460.1",21183,"ENSG00000144741","SLC25A26","solute carrier family 25 member 26",NA
115749,"chr12",64294056,64294456,401,"*","Promoter (<=1kb)",12,64266983,64293383,26401,2,"ENST00000542397.5",-673,"ENSG00000185306","C12orf56","chromosome 12 open reading frame 56",NA
115795,"chr3",10095356,10095756,401,"*","Promoter (<=1kb)",3,10081320,10095347,14028,2,"ENST00000436517.5",-9,"ENSG00000163705","FANCD2OS","FANCD2 opposite strand",NA
116224,"chr9",68841306,68841706,401,"*","Intron (ENST00000265382.8/8395, intron 4 of 15)",9,68780065,68785566,5502,1,"ENST00000394264.7",61241,"ENSG00000187866","PABIR1","PP2A Aalpha (PPP2R1A) and B55A (PPP2R2A) interacting phosphatase regulator 1",NA
117145,"chr1",151926775,151927175,401,"*","Distal Intergenic",1,151894830,151909637,14808,2,"ENST00000489410.1",-17138,"ENSG00000159445","THEM4","thioesterase superfamily member 4",NA
118788,"chr10",96651961,96652361,401,"*","Intron (ENST00000339364.10/118788, intron 4 of 16)",10,96594495,96669611,75117,2,"ENST00000371110.6",17250,"ENSG00000155629","PIK3AP1","phosphoinositide-3-kinase adaptor protein 1",NA
118924,"chr10",93723188,93723588,401,"*","Distal Intergenic",10,93667883,93702592,34710,2,"ENST00000359204.5",-20596,"ENSG00000148690","FRA10AC1","FRA10A associated CGG repeat 1",NA
120534,"chr11",30344130,30344530,401,"*","Distal Intergenic",11,30331644,30332941,1298,1,"ENST00000533457.1",12486,"ENSG00000152219","ARL14EP","ARF like GTPase 14 effector protein",NA
121536,"chr12",19588978,19589378,401,"*","Intron (ENST00000512223.6/121536, intron 4 of 4)",12,19500129,19553272,53144,1,"ENST00000398731.3",88849,"ENSG00000139154","AEBP2","AE binding protein 2",NA
121599,"chr12",101470932,101471332,401,"*","Distal Intergenic",12,101475336,101486997,11662,1,"ENST00000551346.2",-4004,"ENSG00000166211","SPIC","Spi-C transcription factor",NA
121793,"chr13",111332491,111332891,401,"*","Intron (ENST00000497241.5/121793, intron 3 of 6)",13,111320642,111344248,23607,1,"ENST00000283547.2",11849,"ENSG00000153495","TEX29","testis expressed 29",NA
124359,"chr16",80650335,80650735,401,"*","Intron (ENST00000570137.7/124359, intron 2 of 6)",16,80612640,80639736,27097,2,"ENST00000561616.2",-10599,"ENSG00000166446","CDYL2","chromodomain Y like 2",NA
124540,"chr17",57698667,57699067,401,"*","Distal Intergenic",17,57674972,57684689,9718,1,"ENST00000674522.1",23695,"ENSG00000153944","MSI2","musashi RNA binding protein 2",NA
125488,"chr18",24094587,24094987,401,"*","Intron (ENST00000304621.10/125488, intron 6 of 13)",18,24113353,24135610,22258,1,"ENST00000540918.2",-18366,"ENSG00000168234","TTC39C","tetratricopeptide repeat domain 39C",NA
125488,"chr18",24004144,24004544,401,"*","Intron (ENST00000304621.10/125488, intron 1 of 13)",18,24014420,24020288,5869,1,"ENST00000584250.1",-9876,"ENSG00000168234","TTC39C","tetratricopeptide repeat domain 39C",NA
127602,"chr1",225317733,225318133,401,"*","Intron (ENST00000445597.6/127602, intron 40 of 60)",1,225250663,225270796,20134,1,"ENST00000450490.1",67070,"ENSG00000185842","DNAH14","dynein axonemal heavy chain 14",NA
128822,"chr20",23588771,23589171,401,"*","Distal Intergenic",20,23602410,23605917,3508,2,"ENST00000376971.4",16746,"ENSG00000173335","CST9","cystatin 9",NA
128861,"chr20",33209730,33210130,401,"*","Exon (ENST00000375465.7/317716, exon 9 of 9)",20,33217310,33227758,10449,1,"ENST00000490499.5",-7180,"ENSG00000131059","BPIFA3","BPI fold containing family A member 3",NA
130355,"chr2",119352409,119352809,401,"*","Intron (ENST00000409466.6/130355, intron 1 of 6)",2,119302444,119366682,64239,2,"ENST00000409523.1",13873,"ENSG00000186132","C2orf76","chromosome 2 open reading frame 76",NA
130576,"chr2",149250864,149251264,401,"*","Distal Intergenic",2,149204525,149215258,10734,1,"ENST00000280115.8",46339,"ENSG00000150556","LYPD6B","LY6/PLAUR domain containing 6B",NA
130827,"chr2",102839896,102840296,401,"*","Intron (ENST00000639249.1/130827, intron 4 of 4)",2,102797766,102816316,18551,1,"ENST00000484094.1",42130,"ENSG00000170417","TMEM182","transmembrane protein 182",NA
130940,"chr2",158292530,158292930,401,"*","Intron (ENST00000283233.10/130940, intron 9 of 13)",2,158171544,158380960,209417,2,"ENST00000409187.5",88030,"ENSG00000153237","CCDC148","coiled-coil domain containing 148",NA
131368,"chr3",102030693,102031093,401,"*","Distal Intergenic",3,102099244,102477677,378434,1,"ENST00000491959.5",-68151,"ENSG00000170044","ZPLD1","zona pellucida like domain containing 1",NA
131375,"chr3",42434691,42435091,401,"*","Distal Intergenic",3,42397083,42410610,13528,2,"ENST00000287748.8",-24081,"ENSG00000157093","LYZL4","lysozyme like 4",NA
132671,"chr4",52303356,52303756,401,"*","Intron (ENST00000660768.1/ENST00000660768.1, intron 2 of 2)",4,52078344,52079900,1557,1,"ENST00000510549.1",225012,"ENSG00000163071","SPATA18","spermatogenesis associated 18",NA
132671,"chr4",52260325,52260725,401,"*","Intron (ENST00000660768.1/ENST00000660768.1, intron 2 of 2)",4,52078344,52079900,1557,1,"ENST00000510549.1",181981,"ENSG00000163071","SPATA18","spermatogenesis associated 18",NA
132724,"chr4",68273954,68274354,401,"*","Distal Intergenic",4,68226653,68245694,19042,2,"ENST00000332644.6",-28260,"ENSG00000185873","TMPRSS11B","transmembrane serine protease 11B",NA
133688,"chr5",35980021,35980421,401,"*","Intron (ENST00000274278.8/133688, intron 2 of 6)",5,35955729,35991334,35606,2,"ENST00000513233.1",10913,"ENSG00000145626","UGT3A1","UDP glycosyltransferase family 3 member A1",NA
134429,"chr5",111580984,111581384,401,"*","Intron (ENST00000666013.1/100505678, intron 1 of 4)",5,111500147,111512590,12444,2,"ENST00000502322.5",-68394,"ENSG00000164211","STARD4","StAR related lipid transfer domain containing 4",NA
134728,"chr6",78909346,78909746,401,"*","Intron (ENST00000606868.5/134728, intron 4 of 4)",6,78898192,78903102,4911,1,"ENST00000606929.1",11154,"ENSG00000146243","IRAK1BP1","interleukin 1 receptor associated kinase 1 binding protein 1",NA
135886,"chr7",73925134,73925534,401,"*","Distal Intergenic",7,73861172,73865890,4719,1,"ENST00000426490.1",63962,"ENSG00000175877","TMEM270","transmembrane protein 270",NA
137695,"chr8",55693696,55694096,401,"*","Distal Intergenic",8,55738758,55746047,7290,2,"ENST00000519460.1",51951,"ENSG00000167904","TMEM68","transmembrane protein 68",NA
138255,"chr9",69916994,69917394,401,"*","Distal Intergenic",9,69820960,69858158,37199,1,"ENST00000480564.1",96034,"ENSG00000204711","CFAP95","cilia and flagella associated protein 95",NA
138474,"chr9",32606836,32607236,401,"*","Distal Intergenic",9,32629454,32635669,6216,2,"ENST00000242310.4",28433,"ENSG00000122728","TAF1L","TATA-box binding protein associated factor 1 like",NA
139324,"chrX",84656128,84656528,401,"*","Distal Intergenic",23,84468928,84502479,33552,2,"ENST00000449553.2",-153649,"ENSG00000165259","HDX","highly divergent homeobox",NA
140733,"chr20",15319382,15319782,401,"*","Intron (ENST00000217246.8/140733, intron 6 of 16)",20,15196858,16053197,856340,1,"ENST00000402914.5",122524,"ENSG00000172264","MACROD2","mono-ADP ribosylhydrolase 2",NA
140766,"chr10",70652885,70653285,401,"*","Intron (ENST00000697571.1/27143, intron 20 of 20)",10,70672506,70762441,89936,1,"ENST00000373207.2",-19221,"ENSG00000138316","ADAMTS14","ADAM metallopeptidase with thrombospondin type 1 motif 14",NA
143458,"chr11",35841206,35841606,401,"*","Distal Intergenic",11,35943981,36230267,286287,1,"ENST00000524419.5",-102375,"ENSG00000179241","LDLRAD3","low density lipoprotein receptor class A domain containing 3",NA
143689,"chr11",94534188,94534588,401,"*","Distal Intergenic",11,94543840,94616564,72725,1,"ENST00000543336.5",-9252,"ENSG00000134627","PIWIL4","piwi like RNA-mediated gene silencing 4",NA
144535,"chr12",96550558,96550958,401,"*","Promoter (2-3kb)",12,96547927,96554968,7042,1,"ENST00000554821.1",2631,"ENSG00000188596","CFAP54","cilia and flagella associated protein 54",NA
144571,"chr12",9066786,9067186,401,"*","Promoter (1-2kb)",12,9065202,9068684,3483,1,"ENST00000648157.1",1584,"ENSG00000245105","A2M-AS1","A2M antisense RNA 1",NA
145389,"chr14",61101799,61102199,401,"*","Intron (ENST00000703134.1/145389, intron 11 of 12)",14,61051886,61052464,579,1,"ENST00000554498.1",49913,"ENSG00000139974","SLC38A6","solute carrier family 38 member 6",NA
145567,"chr14",90675398,90675798,401,"*","Promoter (2-3kb)",14,90652841,90677845,25005,2,"ENST00000554462.1",2047,"ENSG00000165914","TTC7B","tetratricopeptide repeat domain 7B",NA
145581,"chr14",42322927,42323327,401,"*","Distal Intergenic",14,41699427,41904549,205123,1,"ENST00000554171.1",623500,"ENSG00000165379","LRFN5","leucine rich repeat and fibronectin type III domain containing 5",NA
145837,"chr15",69546197,69546597,401,"*","Promoter (1-2kb)",15,69548351,69626444,78094,1,"ENST00000674502.1",-1754,"ENSG00000245750","DRAIC","downregulated RNA in cancer, inhibitor of cell invasion and migration",NA
146183,"chr16",21659191,21659591,401,"*","Distal Intergenic",16,21663968,21760729,96762,1,"ENST00000646100.2",-4377,"ENSG00000155719","OTOA","otoancorin",NA
146556,"chr16",5058603,5059003,401,"*","Promoter (<=1kb)",16,5047878,5058620,10743,2,"ENST00000592343.1",0,"ENSG00000153446","C16orf89","chromosome 16 open reading frame 89",NA
149420,"chr1",26119924,26120324,401,"*","Intron (ENST00000619836.4/149420, intron 2 of 2)",1,26111837,26125543,13707,1,"ENST00000374271.8",8087,"ENSG00000175087","PDIK1L","PDLIM1 interacting kinase 1 like",NA
150472,"chr2",113485728,113486128,401,"*","Intron (ENST00000259199.9/150472, intron 11 of 14)",2,113481518,113496121,14604,1,"ENST00000468417.1",4210,"ENSG00000136682","ZNG1B","Zn regulated GTPase metalloprotein activator 1B",NA
151126,"chr2",179677028,179677428,401,"*","Intron (ENST00000410066.7/151126, intron 3 of 9)",2,179544827,179660182,115356,2,"ENST00000463918.1",-16846,"ENSG00000144331","ZNF385B","zinc finger protein 385B",NA
151258,"chr2",164980677,164981077,401,"*","Intron (ENST00000670672.1/101929633, intron 7 of 7)",2,164896186,164955525,59340,2,"ENST00000303735.8",-25152,"ENSG00000169507","SLC38A11","solute carrier family 38 member 11",NA
151742,"chr3",160785418,160785818,401,"*","Intron (ENST00000497343.5/151742, intron 1 of 2)",3,160756231,161078902,322672,1,"ENST00000498165.6",29187,"ENSG00000163590","PPM1L","protein phosphatase, Mg2+/Mn2+ dependent 1L",NA
152078,"chr3",157607866,157608266,401,"*","Intron (ENST00000461040.5/152078, intron 2 of 3)",3,157569501,157578466,8966,1,"ENST00000652117.1",38365,"ENSG00000293490","SLC66A1LP","solute carrier family 66 member 1 like, pseudogene",NA
152273,"chr3",14894598,14894998,401,"*","Promoter (1-2kb)",3,14896962,14933439,36478,1,"ENST00000476851.1",-1964,"ENSG00000154783","FGD5","FYVE, RhoGEF and PH domain containing 5",NA
152742,"chr4",14075459,14075859,401,"*","Intron (ENST00000715489.1/107986182, intron 6 of 8)",4,14111892,14114414,2523,1,"ENST00000715507.1",-36033,"ENSG00000250634","LINC01085","long intergenic non-protein coding RNA 1085",NA
153020,"chr4",81758898,81759298,401,"*","Intron (ENST00000638048.1/153020, intron 3 of 16)",4,81427065,82044069,617005,2,"ENST00000638048.1",284771,"ENSG00000138670","RASGEF1B","RasGEF domain family member 1B",NA
153339,"chr5",83027251,83027651,401,"*","Distal Intergenic",5,83056535,83061975,5441,2,"ENST00000511118.1",34324,"ENSG00000174695","TMEM167A","transmembrane protein 167A",NA
154807,"chr7",65871407,65871807,401,"*","Promoter (1-2kb)",7,65873074,65959558,86485,1,"ENST00000360768.5",-1267,"ENSG00000196715","VKORC1L1","vitamin K epoxide reductase complex subunit 1 like 1",NA
157807,"chr8",60912046,60912446,401,"*","Promoter (1-2kb)",8,60910053,60966456,56404,1,"ENST00000526936.5",1993,"ENSG00000177182","CLVS1","clavesin 1",NA
158158,"chr9",82820124,82820524,401,"*","Distal Intergenic",9,82979590,83063142,83553,2,"ENST00000376447.4",242618,"ENSG00000165105","RASEF","RAS and EF-hand domain containing",NA
158219,"chr9",15263777,15264177,401,"*","Intron (ENST00000512701.7/158219, intron 2 of 19)",9,15171946,15250116,78171,2,"ENST00000507993.5",-13661,"ENSG00000155158","TTC39B","tetratricopeptide repeat domain 39B",NA
158506,"chrX",22300214,22300614,401,"*","Intron (ENST00000683289.1/5251, intron 9 of 13)",23,22272913,22274461,1549,1,"ENST00000323684.4",27301,"ENSG00000175809","CBLL2","Cbl proto-oncogene like 2",NA
160313,"chr12",94812405,94812805,401,"*","Distal Intergenic",12,94834147,94835158,1012,1,"ENST00000557173.1",-21342,"ENSG00000293230","KRT19P2","keratin 19 pseudogene 2",NA
160335,"chr12",82845821,82846221,401,"*","Intron (ENST00000551915.5/160335, intron 1 of 7)",12,82758555,83134302,375748,1,"ENST00000549919.1",87266,"ENSG00000179104","TMTC2","transmembrane O-mannosyltransferase targeting cadherins 2",NA
161436,"chr14",88668434,88668834,401,"*","Intron (ENST00000554922.6/161436, intron 21 of 43)",14,88614871,88665361,50491,2,"ENST00000553526.5",-3073,"ENSG00000165521","EML5","EMAP like 5",NA
166348,"chr3",127985229,127985629,401,"*","3' UTR",3,127924081,127984298,60218,1,"ENST00000492025.1",61148,"ENSG00000187715","KBTBD12","kelch repeat and BTB domain containing 12",NA
166614,"chr4",150126205,150126605,401,"*","Intron (ENST00000296550.12/166614, intron 2 of 15)",4,150079028,150257438,178411,1,"ENST00000302176.8",47177,"ENSG00000170390","DCLK2","doublecortin like kinase 2",NA
166863,"chr4",154766524,154766924,401,"*","Intron (ENST00000515071.1/105377500, intron 2 of 3)",4,154781213,154827385,46173,1,"ENST00000514866.5",-14289,"ENSG00000151962","RBM46","RNA binding motif protein 46",NA
167826,"chr6",137396971,137397371,401,"*","Distal Intergenic",6,137492199,137494394,2196,2,"ENST00000367734.4",97023,"ENSG00000177468","OLIG3","oligodendrocyte transcription factor 3",NA
169714,"chr9",136240004,136240404,401,"*","Intron (ENST00000358701.10/169714, intron 1 of 11)",9,136206333,136245812,39480,2,"ENST00000358701.10",5408,"ENSG00000165661","QSOX2","quiescin sulfhydryl oxidase 2",NA
170302,"chrX",25049321,25049721,401,"*","Distal Intergenic",23,25003694,25015965,12272,2,"ENST00000379044.5",-33356,"ENSG00000004848","ARX","aristaless related homeobox",NA
171483,"chrX",9003077,9003477,401,"*","Distal Intergenic",23,9024995,9033075,8081,2,"ENST00000428477.1",29598,"ENSG00000177138","FAM9B","family with sequence similarity 9 member B",NA
192670,"chr1",35860673,35861073,401,"*","Distal Intergenic",1,35853488,35854758,1271,1,"ENST00000496257.1",7185,"ENSG00000134698","AGO4","argonaute RISC component 4",NA
195827,"chr9",96686860,96687260,401,"*","Exon (ENST00000655560.3/ENST00000655560.3, exon 1 of 3)",9,96639577,96655317,15741,2,"ENST00000375234.8",-31543,"ENSG00000158122","PRXL2C","peroxiredoxin like 2C",NA
196415,"chr12",24997992,24998392,401,"*","Promoter (<=1kb)",12,24993424,24997439,4016,2,"ENST00000623395.3",-553,"ENSG00000226397","LINC02909","long intergenic non-protein coding RNA 2909",NA
196446,"chr12",69927177,69927577,401,"*","Promoter (<=1kb)",12,69926575,69958723,32149,1,"ENST00000548892.5",602,"ENSG00000166268","MYRFL","myelin regulatory factor like",NA
200403,"chr2",98070224,98070624,401,"*","Distal Intergenic",2,98087116,98313299,226184,1,"ENST00000432242.5",-16492,"ENSG00000168658","VWA3B","von Willebrand factor A domain containing 3B",NA
200403,"chr2",98091736,98092136,401,"*","Intron (ENST00000432242.5/200403, intron 1 of 28)",2,98087236,98236805,149570,1,"ENST00000416277.5",4500,"ENSG00000168658","VWA3B","von Willebrand factor A domain containing 3B",NA
200845,"chr3",58502934,58503334,401,"*","Distal Intergenic",3,58498428,58501092,2665,1,"ENST00000479470.1",4506,"ENSG00000168301","KCTD6","potassium channel tetramerization domain containing 6",NA
200845,"chr3",58478157,58478557,401,"*","Distal Intergenic",3,58492096,58502356,10261,1,"ENST00000404589.8",-13539,"ENSG00000168301","KCTD6","potassium channel tetramerization domain containing 6",NA
201134,"chr17",65850409,65850809,401,"*","Intron (ENST00000535342.7/201134, intron 21 of 26)",17,65688230,65873648,185419,2,"ENST00000580482.5",22839,"ENSG00000154240","CEP112","centrosomal protein 112",NA
201501,"chr18",48072461,48072861,401,"*","5' UTR",18,48026673,48137361,110689,2,"ENST00000535628.6",64500,"ENSG00000184828","ZBTB7C","zinc finger and BTB domain containing 7C",NA
201627,"chr3",57675408,57675808,401,"*","Intron (ENST00000311128.10/201627, intron 1 of 19)",3,57657651,57666194,8544,2,"ENST00000487662.1",-9214,"ENSG00000174839","DENND6A","DENN domain containing 6A",NA
202151,"chr5",36298598,36298998,401,"*","Promoter (2-3kb)",5,36249333,36301900,52568,2,"ENST00000502994.5",2902,"ENSG00000164188","RANBP3L","RAN binding protein 3 like",NA
203286,"chr9",98750402,98750802,401,"*","Intron (ENST00000444472.5/203286, intron 6 of 8)",9,98731329,98777426,46098,2,"ENST00000444472.5",26624,"ENSG00000165138","ANKS6","ankyrin repeat and sterile alpha motif domain containing 6",NA
203522,"chrX",135529718,135530118,401,"*","Intron (ENST00000370752.4/203522, intron 2 of 16)",23,135520993,135582509,61517,1,"ENST00000493637.6",8725,"ENSG00000165359","INTS6L","integrator complex subunit 6 like",NA
203522,"chrX",135487959,135488359,401,"*","Distal Intergenic",23,135520659,135582509,61851,1,"ENST00000370752.4",-32300,"ENSG00000165359","INTS6L","integrator complex subunit 6 like",NA
204962,"chr1",75471708,75472108,401,"*","Intron (ENST00000370859.8/204962, intron 2 of 23)",1,75204475,75611084,406610,2,"ENST00000370855.5",138976,"ENSG00000137968","SLC44A5","solute carrier family 44 member 5",NA
